This file was created using the 201705 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
20061215   ,-0.07    ,0.03    ,0.02    ,0.02
20061218    ,0.09    ,0.00    ,0.06    ,0.02
20061219   ,-0.16    ,0.02    ,0.09    ,0.02
20061220    ,0.38    ,0.20    ,0.07    ,0.02
20061221   ,-0.10    ,0.05    ,0.09    ,0.02
20061222   ,-0.52    ,0.26    ,0.00    ,0.02
20061225   ,-0.10   ,-0.10   ,-0.03    ,0.02
20061226   ,-0.17    ,0.17   ,-0.15    ,0.02
20061227    ,0.98   ,-0.31    ,0.08    ,0.02
20061228    ,0.15    ,0.08    ,0.01    ,0.02
20061229    ,0.14    ,0.23    ,0.09    ,0.02
20070101    ,0.04    ,0.00    ,0.00    ,0.02
20070102    ,1.16   ,-0.46    ,0.01    ,0.02
20070103   ,-0.77    ,0.13    ,0.29    ,0.02
20070104   ,-0.60    ,0.13    ,0.39    ,0.02
20070105   ,-1.08    ,0.47    ,0.20    ,0.02
20070108    ,0.06    ,0.12    ,0.14    ,0.02
20070109    ,0.07    ,0.03    ,0.19    ,0.02
20070110   ,-1.15    ,0.36   ,-0.16    ,0.02
20070111    ,0.54   ,-0.45   ,-0.05    ,0.02
20070112    ,0.98    ,0.05    ,0.07    ,0.02
20070115    ,0.77    ,0.17   ,-0.10    ,0.02
20070116   ,-0.49    ,0.50   ,-0.02    ,0.02
20070117    ,0.18    ,0.14   ,-0.25    ,0.02
20070118    ,0.11    ,0.23   ,-0.16    ,0.02
20070119    ,0.42   ,-0.08   ,-0.03    ,0.02
20070122   ,-0.07    ,0.33    ,0.17    ,0.02
20070123    ,0.39   ,-0.05    ,0.00    ,0.02
20070124    ,0.51   ,-0.33    ,0.26    ,0.02
20070125   ,-0.65    ,0.14   ,-0.03    ,0.02
20070126   ,-0.49    ,0.26    ,0.02    ,0.02
20070129    ,0.34   ,-0.05    ,0.05    ,0.02
20070130    ,0.33   ,-0.31    ,0.10    ,0.02
20070131    ,0.09    ,0.34   ,-0.05    ,0.02
20070201    ,0.94   ,-0.27    ,0.11    ,0.02
20070202    ,0.00   ,-0.01    ,0.12    ,0.02
20070205   ,-0.27    ,0.41   ,-0.13    ,0.02
20070206    ,0.79   ,-0.13    ,0.05    ,0.02
20070207    ,0.21   ,-0.20    ,0.10    ,0.02
20070208   ,-0.50    ,0.23    ,0.11    ,0.02
20070209    ,0.24   ,-0.09    ,0.10    ,0.02
20070212   ,-0.67    ,0.24   ,-0.03    ,0.02
20070213    ,0.84   ,-0.21   ,-0.13    ,0.02
20070214    ,1.24   ,-0.31   ,-0.17    ,0.02
20070215    ,0.48    ,0.09    ,0.25    ,0.02
20070216   ,-0.12    ,0.16    ,0.09    ,0.02
20070219    ,0.37    ,0.09   ,-0.07    ,0.02
20070220   ,-0.35    ,0.14    ,0.07    ,0.02
20070221   ,-0.36    ,0.43    ,0.20    ,0.02
20070222    ,0.20    ,0.11   ,-0.15    ,0.02
20070223    ,0.58    ,0.13   ,-0.27    ,0.02
20070226    ,0.44    ,0.03    ,0.11    ,0.02
20070227   ,-1.71    ,0.33    ,0.31    ,0.02
20070228   ,-1.75   ,-0.01    ,0.08    ,0.02
20070301   ,-1.02    ,0.42    ,0.13    ,0.02
20070302   ,-0.28    ,0.07   ,-0.05    ,0.02
20070305   ,-2.19   ,-0.96    ,0.64    ,0.02
20070306    ,1.25    ,0.38   ,-0.33    ,0.02
20070307    ,0.87    ,0.01   ,-0.04    ,0.02
20070308    ,0.88   ,-0.14   ,-0.11    ,0.02
20070309    ,0.02   ,-0.06    ,0.05    ,0.02
20070312    ,0.54    ,0.41    ,0.01    ,0.02
20070313   ,-0.76    ,0.41    ,0.12    ,0.02
20070314   ,-2.28    ,0.44   ,-0.01    ,0.02
20070315    ,1.42   ,-0.49   ,-0.22    ,0.02
20070316    ,0.35   ,-0.03    ,0.04    ,0.02
20070319    ,0.98   ,-0.76    ,0.18    ,0.02
20070320    ,0.81   ,-0.18   ,-0.11    ,0.02
20070321    ,0.80   ,-0.14    ,0.07    ,0.02
20070322    ,0.82   ,-0.34    ,0.14    ,0.02
20070323    ,0.19   ,-0.18    ,0.34    ,0.02
20070326   ,-0.12    ,0.62   ,-0.24    ,0.02
20070327   ,-0.02    ,0.05    ,0.04    ,0.02
20070328   ,-0.53    ,0.50    ,0.07    ,0.02
20070329    ,0.53   ,-0.39    ,0.10    ,0.02
20070330    ,0.30    ,0.34   ,-0.10    ,0.02
20070402   ,-0.06   ,-0.12    ,0.30    ,0.02
20070403    ,0.60   ,-0.61    ,0.09    ,0.02
20070404    ,0.81    ,0.13   ,-0.02    ,0.02
20070405    ,0.22    ,0.17    ,0.03    ,0.02
20070406   ,-0.39   ,-0.04    ,0.13    ,0.02
20070409    ,0.16    ,0.07    ,0.21    ,0.02
20070410    ,0.86    ,0.00   ,-0.10    ,0.02
20070411   ,-0.08    ,0.09    ,0.16    ,0.02
20070412    ,0.05    ,0.13   ,-0.05    ,0.02
20070413    ,0.37   ,-0.22   ,-0.10    ,0.02
20070416    ,0.95   ,-0.51    ,0.34    ,0.02
20070417    ,0.25   ,-0.01    ,0.02    ,0.02
20070418    ,0.14    ,0.21   ,-0.08    ,0.02
20070419   ,-0.70   ,-0.05   ,-0.11    ,0.02
20070420    ,0.73   ,-0.26    ,0.40    ,0.02
20070423   ,-0.11    ,0.15    ,0.10    ,0.02
20070424   ,-0.32    ,0.29    ,0.23    ,0.02
20070425    ,0.33   ,-0.18    ,0.01    ,0.02
20070426   ,-0.12   ,-0.04    ,0.02    ,0.02
20070427   ,-0.05    ,0.55   ,-0.02    ,0.02
20070430    ,0.07    ,0.10   ,-0.03    ,0.02
20070501   ,-0.42    ,0.11    ,0.00    ,0.02
20070502    ,0.51   ,-0.21    ,0.01    ,0.02
20070503   ,-0.02   ,-0.09    ,0.04    ,0.02
20070504    ,0.84   ,-0.35   ,-0.10    ,0.02
20070507    ,0.57   ,-0.08    ,0.03    ,0.02
20070508   ,-0.81    ,0.37   ,-0.17    ,0.02
20070509    ,0.24   ,-0.12   ,-0.04    ,0.02
20070510   ,-0.78    ,0.42    ,0.25    ,0.02
20070511    ,0.30   ,-0.41    ,0.17    ,0.02
20070514    ,0.11   ,-0.01    ,0.11    ,0.02
20070515    ,0.31   ,-0.43    ,0.30    ,0.02
20070516   ,-0.53   ,-0.04    ,0.07    ,0.02
20070517    ,0.03   ,-0.08   ,-0.08    ,0.02
20070518    ,0.49   ,-0.46    ,0.18    ,0.02
20070521    ,0.01    ,0.21    ,0.05    ,0.02
20070522    ,0.18    ,0.22   ,-0.17    ,0.02
20070523    ,0.69   ,-0.17    ,0.04    ,0.02
20070524   ,-0.73    ,0.15    ,0.02    ,0.02
20070525   ,-0.25    ,0.07   ,-0.13    ,0.02
20070528    ,0.29    ,0.20    ,0.12    ,0.02
20070529    ,0.21   ,-0.09    ,0.00    ,0.02
20070530   ,-0.25   ,-0.08    ,0.10    ,0.02
20070531    ,0.91    ,0.16    ,0.00    ,0.02
20070601    ,0.68   ,-0.16    ,0.06    ,0.02
20070604    ,0.24    ,0.26   ,-0.05    ,0.02
20070605   ,-0.17    ,0.26   ,-0.01    ,0.02
20070606   ,-1.00    ,0.75   ,-0.02    ,0.02
20070607   ,-1.25    ,0.37    ,0.17    ,0.02
20070608   ,-0.68   ,-0.04    ,0.17    ,0.02
20070611    ,0.59   ,-0.19    ,0.19    ,0.02
20070612   ,-0.81    ,0.22    ,0.04    ,0.02
20070613   ,-0.04   ,-0.29    ,0.03    ,0.02
20070614    ,1.14   ,-0.44   ,-0.12    ,0.02
20070615    ,1.24   ,-0.52   ,-0.22    ,0.02
20070618    ,0.23    ,0.12   ,-0.04    ,0.02
20070619   ,-0.13    ,0.19    ,0.17    ,0.02
20070620    ,0.10    ,0.12    ,0.06    ,0.02
20070621   ,-0.57    ,0.24   ,-0.09    ,0.02
20070622   ,-0.07    ,0.51   ,-0.16    ,0.02
20070625   ,-0.35   ,-0.25    ,0.07    ,0.02
20070626   ,-0.42    ,0.10    ,0.15    ,0.02
20070627   ,-0.64    ,0.11    ,0.10    ,0.02
20070628    ,0.91    ,0.05   ,-0.04    ,0.02
20070629    ,1.01   ,-0.22   ,-0.12    ,0.02
20070702    ,0.65    ,0.17   ,-0.31    ,0.02
20070703    ,0.47   ,-0.26    ,0.05    ,0.02
20070704    ,0.34   ,-0.10   ,-0.09    ,0.02
20070705   ,-0.36    ,0.37   ,-0.04    ,0.02
20070706    ,0.40   ,-0.21    ,0.13    ,0.02
20070709    ,0.52   ,-0.01    ,0.11    ,0.02
20070710    ,0.00    ,0.50   ,-0.11    ,0.02
20070711   ,-0.55    ,0.15   ,-0.06    ,0.02
20070712    ,1.04   ,-0.51    ,0.07    ,0.02
20070713    ,0.58   ,-0.17   ,-0.12    ,0.02
20070716   ,-0.03    ,0.02    ,0.10    ,0.02
20070717   ,-0.23    ,0.17    ,0.12    ,0.02
20070718   ,-0.74    ,0.43   ,-0.11    ,0.02
20070719    ,0.70   ,-0.34    ,0.02    ,0.02
20070720   ,-0.26    ,0.48   ,-0.07    ,0.02
20070723    ,0.05   ,-0.24    ,0.15    ,0.02
20070724   ,-0.64    ,0.66   ,-0.11    ,0.02
20070725   ,-1.32    ,0.35   ,-0.09    ,0.02
20070726   ,-1.87    ,0.73    ,0.06    ,0.02
20070727   ,-1.76   ,-0.32    ,0.48    ,0.02
20070730    ,0.36    ,0.17   ,-0.19    ,0.02
20070731    ,1.26   ,-0.42    ,0.17    ,0.02
20070801   ,-1.71   ,-0.10    ,0.17    ,0.02
20070802    ,0.51   ,-0.66   ,-0.02    ,0.02
20070803   ,-0.34    ,0.50   ,-0.16    ,0.02
20070806   ,-0.97   ,-0.46    ,0.18    ,0.02
20070807    ,0.40   ,-1.12    ,0.20    ,0.02
20070808    ,1.70   ,-1.12   ,-0.42    ,0.02
20070809   ,-1.52    ,0.80   ,-0.67    ,0.02
20070810   ,-2.55    ,0.21    ,0.08    ,0.02
20070813    ,0.83   ,-0.66    ,0.53    ,0.02
20070814   ,-1.09    ,0.47    ,0.20    ,0.02
20070815   ,-1.59   ,-0.51    ,0.61    ,0.02
20070816   ,-2.82   ,-0.16    ,0.50    ,0.02
20070817    ,0.42   ,-1.63    ,0.78    ,0.02
20070820    ,1.46    ,0.15   ,-0.71    ,0.02
20070821    ,0.31   ,-0.09   ,-0.01    ,0.02
20070822    ,1.51   ,-0.58   ,-0.01    ,0.02
20070823    ,1.03    ,0.36   ,-0.60    ,0.02
20070824    ,0.68   ,-0.11   ,-0.01    ,0.02
20070827    ,0.22    ,0.32   ,-0.08    ,0.02
20070828   ,-1.31    ,0.57    ,0.01    ,0.02
20070829    ,0.11   ,-0.71    ,0.04    ,0.02
20070830    ,0.67   ,-0.30   ,-0.02    ,0.02
20070831    ,1.62   ,-0.10   ,-0.23    ,0.02
20070903    ,0.14    ,0.15    ,0.05    ,0.02
20070904    ,0.20   ,-0.19    ,0.08    ,0.02
20070905   ,-0.98    ,0.46    ,0.09    ,0.02
20070906    ,0.41   ,-0.34   ,-0.24    ,0.02
20070907   ,-0.71    ,1.19   ,-0.18    ,0.02
20070910   ,-1.00   ,-0.10    ,0.45    ,0.02
20070911    ,1.30   ,-0.88   ,-0.11    ,0.02
20070912    ,0.51   ,-0.28    ,0.05    ,0.02
20070913    ,0.13   ,-0.79    ,0.14    ,0.02
20070914   ,-0.29    ,0.04   ,-0.20    ,0.02
20070917   ,-1.03    ,0.29   ,-0.07    ,0.02
20070918    ,1.12   ,-1.00    ,0.24    ,0.02
20070919    ,2.31   ,-1.26   ,-0.11    ,0.02
20070920    ,0.37    ,0.25   ,-0.27    ,0.02
20070921    ,0.12   ,-0.14   ,-0.12    ,0.02
20070924    ,0.28    ,0.09   ,-0.31    ,0.02
20070925   ,-0.13    ,0.11   ,-0.08    ,0.02
20070926    ,0.38    ,0.14   ,-0.10    ,0.02
20070927    ,1.23   ,-0.07   ,-0.25    ,0.02
20070928    ,0.82    ,0.16   ,-0.27    ,0.02
20071001    ,0.28   ,-0.35    ,0.06    ,0.01
20071002    ,0.14    ,0.08   ,-0.02    ,0.01
20071003   ,-0.21   ,-0.01   ,-0.24    ,0.01
20071004    ,0.19    ,0.14   ,-0.01    ,0.01
20071005    ,0.81    ,0.02   ,-0.38    ,0.01
20071008   ,-0.59    ,0.37   ,-0.16    ,0.01
20071009    ,0.81   ,-0.04   ,-0.12    ,0.01
20071010    ,0.28    ,0.05   ,-0.10    ,0.01
20071011    ,0.91   ,-0.16   ,-0.25    ,0.01
20071012   ,-0.26    ,0.09   ,-0.14    ,0.01
20071015   ,-0.37    ,0.56   ,-0.16    ,0.01
20071016   ,-1.19    ,0.06    ,0.14    ,0.01
20071017    ,0.48   ,-0.36   ,-0.11    ,0.01
20071018    ,0.47    ,0.57   ,-0.65    ,0.01
20071019   ,-0.62    ,0.42    ,0.02    ,0.01
20071022   ,-2.05    ,0.01    ,0.39    ,0.01
20071023    ,1.42   ,-0.05   ,-0.45    ,0.01
20071024   ,-0.35    ,0.42   ,-0.19    ,0.01
20071025    ,0.90   ,-0.59    ,0.22    ,0.01
20071026    ,1.26   ,-0.54   ,-0.19    ,0.01
20071029    ,1.22   ,-0.44   ,-0.18    ,0.01
20071030   ,-0.36    ,0.34    ,0.10    ,0.01
20071031    ,1.14    ,0.02    ,0.06    ,0.01
20071101   ,-1.10    ,0.48   ,-0.30    ,0.02
20071102   ,-0.40    ,0.31   ,-0.27    ,0.02
20071105   ,-1.08   ,-0.08   ,-0.02    ,0.02
20071106    ,0.96   ,-0.28   ,-0.01    ,0.02
20071107   ,-0.34   ,-0.13   ,-0.22    ,0.02
20071108   ,-0.71   ,-0.20   ,-0.01    ,0.02
20071109   ,-1.16    ,0.44    ,0.18    ,0.02
20071112   ,-1.85   ,-0.71    ,0.80    ,0.02
20071113    ,0.47   ,-0.31    ,0.07    ,0.02
20071114    ,1.09   ,-0.07   ,-0.33    ,0.02
20071115   ,-1.19    ,0.18    ,0.15    ,0.02
20071116   ,-0.63   ,-0.10   ,-0.27    ,0.02
20071119   ,-1.62   ,-0.10    ,0.16    ,0.02
20071120    ,1.43   ,-1.36   ,-0.14    ,0.02
20071121   ,-1.97    ,0.13    ,0.25    ,0.02
20071122    ,0.17   ,-0.72   ,-0.26    ,0.02
20071123    ,1.06   ,-0.28    ,0.13    ,0.02
20071126    ,0.48    ,0.29   ,-0.42    ,0.02
20071127   ,-0.70   ,-0.10    ,0.22    ,0.02
20071128    ,1.70   ,-1.08   ,-0.03    ,0.02
20071129    ,0.40   ,-0.13   ,-0.19    ,0.02
20071130    ,0.41   ,-0.03    ,0.09    ,0.02
20071203    ,0.10    ,0.20    ,0.18    ,0.01
20071204   ,-0.83    ,0.11    ,0.14    ,0.01
20071205    ,0.39   ,-0.72    ,0.15    ,0.01
20071206    ,0.53    ,0.00   ,-0.06    ,0.01
20071207    ,0.51   ,-0.26    ,0.14    ,0.01
20071210    ,0.53   ,-0.37    ,0.14    ,0.01
20071211   ,-0.20    ,0.19    ,0.00    ,0.01
20071212   ,-0.11   ,-0.01    ,0.09    ,0.01
20071213   ,-2.34    ,0.75    ,0.35    ,0.01
20071214   ,-1.19   ,-0.39    ,0.28    ,0.01
20071217   ,-1.88   ,-0.38    ,0.53    ,0.01
20071218   ,-0.24   ,-0.13    ,0.05    ,0.01
20071219   ,-0.52    ,0.05    ,0.01    ,0.01
20071220   ,-0.05   ,-0.46   ,-0.13    ,0.01
20071221    ,1.38   ,-0.53   ,-0.13    ,0.01
20071224    ,0.26    ,0.18   ,-0.20    ,0.01
20071225    ,0.30   ,-0.12   ,-0.15    ,0.01
20071226    ,0.55    ,0.28   ,-0.03    ,0.01
20071227    ,0.76    ,0.06    ,0.14    ,0.01
20071228    ,0.43    ,0.14    ,0.11    ,0.01
20071231   ,-0.51    ,0.56    ,0.06    ,0.01
20080101    ,0.04    ,0.01   ,-0.02    ,0.01
20080102    ,0.33    ,0.63   ,-0.06    ,0.01
20080103   ,-0.12    ,0.00    ,0.01    ,0.01
20080104   ,-1.93    ,0.23    ,0.26    ,0.01
20080107   ,-1.14   ,-0.48    ,0.74    ,0.01
20080108    ,0.54   ,-0.58   ,-0.38    ,0.01
20080109   ,-1.07   ,-0.22    ,0.13    ,0.01
20080110   ,-0.22   ,-0.03    ,0.09    ,0.01
20080111   ,-0.91   ,-0.39    ,0.85    ,0.01
20080114    ,0.77   ,-0.30    ,0.00    ,0.01
20080115   ,-2.54    ,0.00    ,0.25    ,0.01
20080116   ,-2.52   ,-0.85    ,0.34    ,0.01
20080117   ,-0.01    ,0.61   ,-0.15    ,0.01
20080118   ,-0.61    ,0.29   ,-0.46    ,0.01
20080121   ,-5.46    ,1.38    ,0.15    ,0.01
20080122    ,0.54   ,-2.68    ,0.94    ,0.01
20080123   ,-1.02    ,1.73   ,-0.60    ,0.01
20080124    ,4.48   ,-1.73   ,-0.10    ,0.01
20080125    ,1.17    ,0.80   ,-0.75    ,0.01
20080128   ,-0.87    ,0.27    ,0.36    ,0.01
20080129    ,1.47   ,-0.21    ,0.27    ,0.01
20080130   ,-0.16    ,0.34    ,0.09    ,0.01
20080131    ,0.44    ,0.13   ,-0.18    ,0.01
20080201    ,1.10   ,-0.39   ,-0.34    ,0.01
20080204    ,0.83    ,0.51   ,-0.17    ,0.01
20080205   ,-3.15    ,1.38    ,0.02    ,0.01
20080206   ,-0.76   ,-0.54    ,0.26    ,0.01
20080207   ,-1.65    ,0.69    ,0.17    ,0.01
20080208    ,0.03    ,0.15   ,-0.15    ,0.01
20080211   ,-0.38    ,0.36   ,-0.24    ,0.01
20080212    ,2.15   ,-1.85    ,0.11    ,0.01
20080213    ,0.01   ,-0.06    ,0.17    ,0.01
20080214    ,1.37    ,0.23   ,-0.50    ,0.01
20080215   ,-0.79    ,0.90   ,-0.24    ,0.01
20080218    ,0.82   ,-0.46   ,-0.13    ,0.01
20080219    ,0.86    ,0.00   ,-0.19    ,0.01
20080220   ,-1.52    ,0.56    ,0.18    ,0.01
20080221    ,1.51    ,0.04   ,-0.05    ,0.01
20080222   ,-0.57    ,0.65   ,-0.19    ,0.01
20080225    ,1.46   ,-0.67    ,0.03    ,0.01
20080226    ,1.93   ,-1.08    ,0.21    ,0.01
20080227    ,0.81    ,0.14   ,-0.28    ,0.01
20080228   ,-0.50    ,0.98   ,-0.10    ,0.01
20080229   ,-1.32    ,0.67    ,0.31    ,0.01
20080303   ,-1.66    ,0.16    ,0.49    ,0.01
20080304   ,-1.04    ,0.26    ,0.07    ,0.01
20080305    ,1.31   ,-1.03    ,0.14    ,0.01
20080306    ,0.26    ,0.60   ,-0.40    ,0.01
20080307   ,-1.74    ,0.17    ,0.21    ,0.01
20080310   ,-1.41   ,-0.31    ,0.72    ,0.01
20080311    ,0.88   ,-0.87    ,0.29    ,0.01
20080312    ,2.36   ,-0.49   ,-0.05    ,0.01
20080313   ,-0.80    ,0.40   ,-0.27    ,0.01
20080314   ,-0.81    ,0.30   ,-0.12    ,0.01
20080317   ,-3.00    ,1.06    ,0.33    ,0.01
20080318    ,1.26   ,-2.02    ,0.49    ,0.01
20080319   ,-0.18    ,0.30    ,0.35    ,0.01
20080320   ,-1.38   ,-0.09    ,0.45    ,0.01
20080321    ,0.29    ,0.29    ,0.09    ,0.01
20080324    ,0.07    ,0.00   ,-0.29    ,0.01
20080325    ,3.63   ,-1.38    ,0.07    ,0.01
20080326    ,1.00    ,0.35   ,-0.05    ,0.01
20080327    ,0.27   ,-0.07    ,0.24    ,0.01
20080328    ,0.04    ,0.44    ,0.08    ,0.01
20080331   ,-0.66    ,0.39   ,-0.04    ,0.01
20080401    ,0.99   ,-1.44    ,0.24    ,0.01
20080402    ,1.94   ,-0.93   ,-0.05    ,0.01
20080403    ,0.10    ,0.06   ,-0.35    ,0.01
20080404    ,0.58   ,-0.24   ,-0.21    ,0.01
20080407    ,0.51   ,-0.21   ,-0.21    ,0.01
20080408   ,-1.02    ,0.39    ,0.01    ,0.01
20080409   ,-0.12    ,0.16    ,0.20    ,0.01
20080410   ,-0.68   ,-0.25   ,-0.19    ,0.01
20080411   ,-0.06    ,0.69    ,0.07    ,0.01
20080414   ,-0.97    ,0.31    ,0.11    ,0.01
20080415    ,0.25   ,-0.25   ,-0.10    ,0.01
20080416    ,2.25   ,-0.72   ,-0.40    ,0.01
20080417   ,-0.22    ,0.25    ,0.21    ,0.01
20080418    ,0.77   ,-0.91    ,0.30    ,0.01
20080421    ,0.60    ,0.04   ,-0.68    ,0.01
20080422   ,-0.15    ,0.28   ,-0.10    ,0.01
20080423   ,-0.12   ,-0.26   ,-0.19    ,0.01
20080424   ,-1.14    ,0.07    ,0.12    ,0.01
20080425    ,0.97   ,-0.53    ,0.02    ,0.01
20080428    ,0.88   ,-0.06   ,-0.01    ,0.01
20080429   ,-0.97    ,0.38    ,0.28    ,0.01
20080430    ,0.75    ,0.14    ,0.01    ,0.01
20080501   ,-0.90   ,-0.02   ,-0.05    ,0.01
20080502    ,1.38   ,-0.69    ,0.07    ,0.01
20080505    ,0.47    ,0.35   ,-0.09    ,0.01
20080506    ,0.15    ,0.32   ,-0.28    ,0.01
20080507   ,-0.03    ,0.01   ,-0.17    ,0.01
20080508    ,0.04    ,0.51   ,-0.25    ,0.01
20080509   ,-0.52    ,0.47   ,-0.13    ,0.01
20080512    ,0.41   ,-0.14   ,-0.22    ,0.01
20080513   ,-0.25   ,-0.20    ,0.08    ,0.01
20080514    ,0.60   ,-0.25    ,0.31    ,0.01
20080515    ,0.63    ,0.11   ,-0.01    ,0.01
20080516    ,1.22   ,-0.19   ,-0.22    ,0.01
20080519    ,0.59   ,-0.36   ,-0.39    ,0.01
20080520   ,-0.56    ,0.97   ,-0.03    ,0.01
20080521   ,-0.15    ,0.42   ,-0.06    ,0.01
20080522   ,-0.21   ,-0.24   ,-0.22    ,0.01
20080523   ,-0.84    ,0.81    ,0.21    ,0.01
20080526   ,-0.56   ,-0.14    ,0.05    ,0.01
20080527   ,-0.56    ,0.04    ,0.12    ,0.01
20080528    ,0.12   ,-0.47   ,-0.05    ,0.01
20080529   ,-0.04   ,-0.06   ,-0.05    ,0.01
20080530    ,0.83   ,-0.04    ,0.19    ,0.01
20080602   ,-0.32    ,0.43   ,-0.12    ,0.01
20080603   ,-0.58   ,-0.33   ,-0.03    ,0.01
20080604   ,-0.46    ,0.37    ,0.35    ,0.01
20080605    ,0.47   ,-0.04    ,0.36    ,0.01
20080606   ,-0.02    ,0.60   ,-0.49    ,0.01
20080609   ,-1.54   ,-0.16   ,-0.02    ,0.01
20080610   ,-1.97    ,0.02    ,0.42    ,0.01
20080611   ,-0.42    ,0.40   ,-0.21    ,0.01
20080612   ,-0.96   ,-0.15    ,0.44    ,0.01
20080613    ,0.00   ,-0.36   ,-0.10    ,0.01
20080616    ,0.86   ,-0.21   ,-0.14    ,0.01
20080617    ,0.72    ,0.00   ,-0.06    ,0.01
20080618   ,-0.60    ,0.56   ,-0.36    ,0.01
20080619   ,-1.11    ,0.22   ,-0.17    ,0.01
20080620   ,-0.90    ,0.62    ,0.13    ,0.01
20080623   ,-0.60   ,-0.25   ,-0.15    ,0.01
20080624   ,-0.51    ,0.00    ,0.28    ,0.01
20080625    ,0.98   ,-0.38    ,0.57    ,0.01
20080626   ,-0.94    ,0.84   ,-0.36    ,0.01
20080627   ,-0.42    ,0.03    ,0.00    ,0.01
20080630    ,0.18   ,-0.49   ,-0.04    ,0.01
20080701   ,-1.31    ,0.62   ,-0.19    ,0.01
20080702   ,-0.60   ,-0.54    ,0.51    ,0.01
20080703   ,-0.91   ,-1.10    ,0.58    ,0.01
20080704   ,-0.67    ,0.75   ,-0.42    ,0.01
20080707    ,0.61   ,-0.70   ,-0.01    ,0.01
20080708   ,-1.71   ,-0.31    ,0.11    ,0.01
20080709    ,1.47   ,-0.70    ,0.42    ,0.01
20080710   ,-0.91    ,0.75    ,0.10    ,0.01
20080711   ,-0.80    ,1.01   ,-0.61    ,0.01
20080714    ,0.13   ,-0.40   ,-0.05    ,0.01
20080715   ,-1.61    ,0.86   ,-0.24    ,0.01
20080716   ,-0.05   ,-0.83    ,0.42    ,0.01
20080717    ,1.67   ,-0.88    ,0.89    ,0.01
20080718    ,0.36   ,-0.71    ,1.31    ,0.01
20080721    ,1.26   ,-0.07    ,0.02    ,0.01
20080722   ,-0.66    ,0.16   ,-0.41    ,0.01
20080723    ,0.87   ,-0.58    ,1.15    ,0.01
20080724   ,-0.72    ,0.84    ,0.47    ,0.01
20080725   ,-0.69   ,-0.27   ,-0.37    ,0.01
20080728   ,-0.40    ,0.40   ,-0.79    ,0.01
20080729   ,-0.95   ,-0.21   ,-0.57    ,0.01
20080730    ,1.45   ,-0.35   ,-0.02    ,0.01
20080731    ,0.16    ,0.01    ,0.31    ,0.01
20080801   ,-1.58    ,0.54    ,0.40    ,0.01
20080804   ,-1.09   ,-0.10    ,0.19    ,0.01
20080805    ,0.36   ,-1.30    ,1.80    ,0.01
20080806    ,0.79   ,-0.07   ,-0.16    ,0.01
20080807   ,-0.68    ,0.11   ,-0.59    ,0.01
20080808   ,-1.20   ,-0.34    ,0.58    ,0.01
20080811    ,0.43   ,-0.55    ,0.65    ,0.01
20080812   ,-0.32   ,-0.20    ,0.14    ,0.01
20080813   ,-1.63    ,0.73   ,-1.03    ,0.01
20080814   ,-0.25   ,-0.34   ,-0.30    ,0.01
20080815   ,-0.49    ,0.37    ,0.29    ,0.01
20080818    ,0.18   ,-0.10   ,-0.02    ,0.01
20080819   ,-1.54    ,0.66   ,-0.84    ,0.01
20080820    ,0.29   ,-0.25   ,-0.67    ,0.01
20080821    ,0.58    ,0.43   ,-0.65    ,0.01
20080822    ,0.05   ,-0.92    ,0.51    ,0.01
20080825   ,-0.02    ,0.39   ,-0.05    ,0.01
20080826   ,-0.59   ,-0.14   ,-0.08    ,0.01
20080827    ,0.53   ,-0.30   ,-0.39    ,0.01
20080828    ,0.81   ,-0.69    ,0.62    ,0.01
20080829    ,0.80    ,0.31    ,0.07    ,0.01
20080901   ,-0.89    ,0.10    ,0.01    ,0.01
20080902   ,-0.70   ,-0.58    ,1.16    ,0.01
20080903   ,-0.97    ,0.55    ,0.82    ,0.01
20080904   ,-2.96    ,1.21   ,-0.14    ,0.01
20080905   ,-2.04    ,0.56   ,-0.12    ,0.01
20080908    ,1.92   ,-1.40    ,1.12    ,0.01
20080909   ,-1.36   ,-0.06    ,1.29    ,0.01
20080910   ,-1.25   ,-0.03   ,-0.09    ,0.01
20080911   ,-0.66   ,-0.29   ,-0.45    ,0.01
20080912    ,2.44   ,-0.84   ,-0.44    ,0.01
20080915   ,-1.89    ,1.19   ,-0.46    ,0.01
20080916   ,-3.31    ,0.26   ,-0.26    ,0.01
20080917   ,-0.64    ,0.78   ,-0.36    ,0.01
20080918   ,-0.71   ,-0.17    ,0.18    ,0.01
20080919    ,6.67   ,-4.26    ,0.94    ,0.01
20080922    ,1.27    ,0.65   ,-0.87    ,0.01
20080923   ,-2.03    ,0.51   ,-0.34    ,0.01
20080924   ,-0.61    ,0.18    ,0.16    ,0.01
20080925    ,0.92   ,-1.36    ,0.60    ,0.01
20080926   ,-1.56    ,0.33    ,0.21    ,0.01
20080929   ,-5.02    ,1.77   ,-0.13    ,0.01
20080930   ,-1.57   ,-1.11    ,0.40    ,0.01
20081001    ,0.26   ,-0.63    ,0.58    ,0.00
20081002   ,-2.94    ,0.40    ,1.05    ,0.00
20081003    ,0.28   ,-1.76    ,1.08    ,0.00
20081006   ,-7.11    ,1.38    ,0.41    ,0.00
20081007   ,-0.90   ,-1.37   ,-0.78    ,0.00
